Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Sub_Category,Product_Name,Region,State,City,Quantity,Sales,Discount,Cost,Profit,Payment_Mode,Sales_Channel
ORD01380,2025-05-25,CUST0690,Customer_0690,Sports,Cricket Bat,Cricket Bat,West,Maharashtra,Mumbai,1,32668.44,0.2,32785.37,-116.93,Cash,Offline
ORD01381,2025-01-15,CUST0962,Customer_0962,Furniture,Sofa,Sofa,South,Karnataka,Mangalore,2,146528.24,0.05,110592.61,35935.63,Net Banking,Online
ORD01382,2025-12-16,CUST1578,Customer_1578,Sports,Tennis Racket,Tennis Racket,South,Karnataka,Mangalore,5,305726.29,0.0,251819.9,53906.39,Cash,Online
ORD01383,2025-05-02,CUST0654,Customer_0654,Electronics,Laptop,Laptop,North,Rajasthan,Udaipur,5,263521.14,0.0,202317.19,61203.95,Net Banking,Offline
ORD01384,2025-12-10,CUST1972,Customer_1972,Furniture,Chair,Chair,North,Rajasthan,Udaipur,5,135518.53,0.2,119991.31,15527.22,Debit Card,Offline
ORD01385,2025-01-22,CUST1309,Customer_1309,Home & Kitchen,Mixer,Mixer,West,Gujarat,Ahmedabad,2,131853.92,0.0,99263.11,32590.81,Debit Card,Online
ORD01386,2025-10-30,CUST1270,Customer_1270,Furniture,Table,Table,North,Punjab,Amritsar,5,197288.62,0.2,156910.14,40378.48,Net Banking,Offline
ORD01387,2025-10-17,CUST0636,Customer_0636,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,West,Maharashtra,Mumbai,1,3044.04,0.1,2414.01,630.03,Net Banking,Online
ORD01388,2025-07-18,CUST1051,Customer_1051,Sports,Running Shoes,Running Shoes,West,Gujarat,Ahmedabad,5,381087.23,0.0,254900.48,126186.75,Cash,Online
ORD01389,2025-09-08,CUST0215,Customer_0215,Furniture,Chair,Chair,North,Delhi,New Delhi,5,283411.71,0.05,239936.72,43474.99,Net Banking,Offline
ORD01390,2025-07-14,CUST1317,Customer_1317,Clothing,Jacket,Jacket,North,Punjab,Ludhiana,5,202311.34,0.15,146109.89,56201.45,Cash,Online
ORD01391,2025-02-10,CUST1836,Customer_1836,Sports,Yoga Mat,Yoga Mat,North,Delhi,Dwarka,3,100265.02,0.0,67464.3,32800.72,Cash,Offline
ORD01392,2025-12-31,CUST0630,Customer_0630,Furniture,Table,Table,North,Rajasthan,Jodhpur,4,31635.32,0.15,23945.49,7689.83,Cash,Offline
ORD01393,2025-02-18,CUST1098,Customer_1098,Clothing,Shoes,Shoes,North,Uttar Pradesh,Lucknow,2,122876.34,0.2,102552.7,20323.64,Debit Card,Online
ORD01394,2025-10-31,CUST1804,Customer_1804,Home & Kitchen,Lamp,Lamp,South,Karnataka,Bengaluru,5,301925.87,0.2,271590.9,30334.97,UPI,Online
ORD01395,2025-03-02,CUST0918,Customer_0918,Home & Kitchen,Mixer,Mixer,North,Uttar Pradesh,Ghaziabad,3,29469.32,0.0,19283.87,10185.45,Net Banking,Online
ORD01396,2025-01-27,CUST0411,Customer_0411,Furniture,Sofa,Sofa,South,Karnataka,Bengaluru,5,66182.11,0.1,59354.44,6827.67,UPI,Online
ORD01397,2025-12-02,CUST1058,Customer_1058,Electronics,Laptop,Laptop,South,Tamil Nadu,Madurai,5,212708.13,0.15,189221.73,23486.4,Cash,Offline
ORD01398,2025-03-29,CUST0450,Customer_0450,Furniture,Chair,Chair,East,West Bengal,Howrah,1,6815.45,0.05,4448.35,2367.1,Debit Card,Online
ORD01399,2025-06-27,CUST0244,Customer_0244,Clothing,Shirt,Shirt,South,Tamil Nadu,Coimbatore,4,266176.84,0.15,221187.83,44989.01,UPI,Offline
ORD01400,2025-10-22,CUST1836,Customer_1836,Clothing,Shoes,Shoes,South,Tamil Nadu,Chennai,5,76616.38,0.05,65482.61,11133.77,Net Banking,Online
ORD01401,2025-01-10,CUST0496,Customer_0496,Furniture,Chair,Chair,South,Tamil Nadu,Coimbatore,4,151107.64,0.15,119659.6,31448.04,UPI,Offline
ORD01402,2025-03-03,CUST0450,Customer_0450,Furniture,Sofa,Sofa,North,Uttar Pradesh,Ghaziabad,5,278943.2,0.2,246375.7,32567.5,Cash,Offline
ORD01403,2025-12-08,CUST1856,Customer_1856,Clothing,Shoes,Shoes,North,Rajasthan,Jaipur,1,59990.66,0.15,48318.6,11672.06,Debit Card,Online
ORD01404,2025-02-13,CUST1126,Customer_1126,Home & Kitchen,Cookware,Cookware,South,Karnataka,Bengaluru,4,192378.46,0.15,136834.76,55543.7,Cash,Online
ORD01405,2025-01-21,CUST1254,Customer_1254,Clothing,T-Shirt,T-Shirt,North,Haryana,Gurugram,5,62191.95,0.2,55280.53,6911.42,Cash,Offline
ORD01406,2025-04-22,CUST1871,Customer_1871,Electronics,Headphones,Headphones,West,Gujarat,Surat,1,60778.85,0.15,52443.96,8334.89,Net Banking,Offline
ORD01407,2025-04-21,CUST1511,Customer_1511,Sports,Football,Football,North,Rajasthan,Jodhpur,2,34835.89,0.1,32619.99,2215.9,UPI,Online
ORD01408,2025-10-14,CUST0798,Customer_0798,Electronics,Tablet,Tablet,West,Maharashtra,Mumbai,1,43176.96,0.15,32616.48,10560.48,Credit Card,Online
ORD01409,2025-03-20,CUST0313,Customer_0313,Home & Kitchen,Lamp,Lamp,South,Karnataka,Mysore,1,5606.14,0.15,5440.88,165.26,Cash,Offline
ORD01410,2025-09-17,CUST1688,Customer_1688,Clothing,Jeans,Jeans,North,Punjab,Amritsar,3,221052.17,0.0,184591.5,36460.67,Cash,Online
ORD01411,2025-10-05,CUST0446,Customer_0446,Furniture,Chair,Chair,West,Gujarat,Surat,3,216139.17,0.05,147539.17,68600.0,Debit Card,Online
ORD01412,2025-05-01,CUST0553,Customer_0553,Electronics,Mobile,Mobile,South,Karnataka,Bengaluru,5,271232.81,0.2,206488.92,64743.89,Debit Card,Online
ORD01413,2025-02-13,CUST1622,Customer_1622,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,South,Tamil Nadu,Coimbatore,3,114792.67,0.15,99563.69,15228.98,Credit Card,Offline
ORD01414,2025-12-21,CUST1479,Customer_1479,Furniture,Table,Table,West,Gujarat,Ahmedabad,2,42385.03,0.0,28856.21,13528.82,Net Banking,Offline
ORD01415,2025-09-28,CUST1153,Customer_1153,Furniture,Chair,Chair,North,Rajasthan,Udaipur,3,123525.59,0.2,127840.96,-4315.37,UPI,Offline
ORD01416,2025-03-01,CUST0364,Customer_0364,Furniture,Desk,Desk,South,Tamil Nadu,Chennai,3,76030.22,0.05,55445.88,20584.34,Debit Card,Offline
ORD01417,2025-09-28,CUST0658,Customer_0658,Sports,Cricket Bat,Cricket Bat,North,Punjab,Amritsar,5,79744.73,0.0,55056.66,24688.07,Debit Card,Online
ORD01418,2025-10-14,CUST1252,Customer_1252,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,West,Maharashtra,Mumbai,1,67134.45,0.05,52015.72,15118.73,Credit Card,Offline
ORD01419,2025-11-30,CUST0399,Customer_0399,Furniture,Sofa,Sofa,South,Karnataka,Mangalore,4,59685.38,0.05,45297.92,14387.46,Net Banking,Online
ORD01420,2025-12-21,CUST0956,Customer_0956,Clothing,Jeans,Jeans,North,Punjab,Amritsar,1,18966.39,0.15,14335.47,4630.92,Net Banking,Online
ORD01421,2025-07-26,CUST0950,Customer_0950,Furniture,Chair,Chair,South,Karnataka,Bengaluru,3,81210.78,0.05,57732.85,23477.93,UPI,Offline
ORD01422,2025-01-14,CUST0833,Customer_0833,Sports,Football,Football,North,Delhi,Rohini,3,154255.58,0.2,124061.95,30193.63,Net Banking,Offline
ORD01423,2025-04-09,CUST1943,Customer_1943,Clothing,Shirt,Shirt,South,Tamil Nadu,Chennai,4,91144.59,0.15,81891.04,9253.55,Credit Card,Online
ORD01424,2025-05-31,CUST0140,Customer_0140,Furniture,Chair,Chair,North,Delhi,Dwarka,4,53714.08,0.05,39497.46,14216.62,Net Banking,Offline
ORD01425,2025-04-19,CUST0107,Customer_0107,Furniture,Table,Table,North,Haryana,Gurugram,1,63685.36,0.2,63856.67,-171.31,Net Banking,Online
ORD01426,2025-11-20,CUST0483,Customer_0483,Clothing,Shoes,Shoes,North,Haryana,Faridabad,1,30088.86,0.0,25008.13,5080.73,Cash,Online
ORD01427,2025-04-22,CUST0441,Customer_0441,Electronics,Mobile,Mobile,North,Punjab,Amritsar,3,37669.87,0.15,33712.13,3957.74,Debit Card,Offline
ORD01428,2025-07-22,CUST0631,Customer_0631,Electronics,Tablet,Tablet,South,Tamil Nadu,Coimbatore,2,72239.66,0.2,66861.31,5378.35,Net Banking,Online
ORD01429,2025-02-07,CUST0718,Customer_0718,Sports,Cricket Bat,Cricket Bat,South,Karnataka,Mysore,5,201315.08,0.2,211450.28,-10135.2,UPI,Online
ORD01430,2025-06-21,CUST1830,Customer_1830,Furniture,Desk,Desk,West,Maharashtra,Mumbai,1,67360.84,0.1,50627.72,16733.12,Net Banking,Offline
ORD01431,2025-04-23,CUST1975,Customer_1975,Electronics,Laptop,Laptop,North,Rajasthan,Udaipur,2,22808.97,0.1,16383.82,6425.15,Cash,Offline
ORD01432,2025-12-06,CUST1805,Customer_1805,Electronics,Mobile,Mobile,West,Gujarat,Vadodara,4,64695.12,0.1,45795.19,18899.93,Credit Card,Online
ORD01433,2025-09-28,CUST0518,Customer_0518,Electronics,Laptop,Laptop,East,West Bengal,Howrah,2,63361.6,0.15,48436.15,14925.45,UPI,Offline
ORD01434,2025-08-13,CUST0787,Customer_0787,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,South,Karnataka,Mysore,2,139462.39,0.0,98975.14,40487.25,Cash,Offline
ORD01435,2025-01-09,CUST0542,Customer_0542,Clothing,Jeans,Jeans,North,Haryana,Panipat,4,15988.71,0.05,10711.1,5277.61,Debit Card,Offline
ORD01436,2025-10-29,CUST0979,Customer_0979,Furniture,Chair,Chair,North,Delhi,New Delhi,4,312082.4,0.0,205578.76,106503.64,UPI,Offline
ORD01437,2025-11-24,CUST0391,Customer_0391,Sports,Tennis Racket,Tennis Racket,West,Gujarat,Surat,5,69986.33,0.0,46761.9,23224.43,Debit Card,Online
ORD01438,2025-11-03,CUST0110,Customer_0110,Furniture,Bookshelf,Bookshelf,West,Gujarat,Surat,2,5792.41,0.15,4147.37,1645.04,Credit Card,Online
ORD01439,2025-08-04,CUST1374,Customer_1374,Home & Kitchen,Lamp,Lamp,North,Uttar Pradesh,Ghaziabad,3,151018.36,0.15,150415.46,602.9,UPI,Online
ORD01440,2025-05-01,CUST0797,Customer_0797,Furniture,Sofa,Sofa,West,Gujarat,Vadodara,2,82107.05,0.15,68132.91,13974.14,Credit Card,Offline
ORD01441,2025-09-16,CUST0744,Customer_0744,Sports,Yoga Mat,Yoga Mat,South,Karnataka,Bengaluru,3,170788.22,0.05,131799.73,38988.49,Credit Card,Offline
ORD01442,2025-03-27,CUST1318,Customer_1318,Furniture,Chair,Chair,South,Karnataka,Bengaluru,2,15762.37,0.0,12012.6,3749.77,UPI,Online
ORD01443,2025-08-01,CUST1664,Customer_1664,Home & Kitchen,Dinner Set,Dinner Set,North,Haryana,Gurugram,3,5022.56,0.2,4246.83,775.73,Net Banking,Offline
ORD01444,2025-06-25,CUST0880,Customer_0880,Electronics,Mobile,Mobile,South,Karnataka,Mangalore,2,21052.46,0.0,17302.96,3749.5,UPI,Offline
ORD01445,2025-09-08,CUST1091,Customer_1091,Electronics,Headphones,Headphones,East,West Bengal,Howrah,5,133608.9,0.05,86162.82,47446.08,UPI,Online
ORD01446,2025-11-08,CUST1101,Customer_1101,Furniture,Desk,Desk,West,Gujarat,Vadodara,2,110577.03,0.2,113808.99,-3231.96,Net Banking,Online
ORD01447,2025-12-26,CUST1196,Customer_1196,Furniture,Desk,Desk,North,Haryana,Panipat,1,4025.58,0.0,3230.4,795.18,Debit Card,Online
ORD01448,2025-06-08,CUST1361,Customer_1361,Clothing,Jeans,Jeans,North,Delhi,Dwarka,2,38225.51,0.1,34553.96,3671.55,UPI,Offline
ORD01449,2025-01-28,CUST1453,Customer_1453,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,West,Gujarat,Surat,3,65174.84,0.1,52116.09,13058.75,Credit Card,Offline
ORD01450,2025-02-05,CUST1466,Customer_1466,Home & Kitchen,Dinner Set,Dinner Set,South,Karnataka,Bengaluru,2,104137.6,0.2,97254.3,6883.3,Credit Card,Online
ORD01451,2025-11-01,CUST1947,Customer_1947,Electronics,Mobile,Mobile,North,Delhi,Dwarka,1,68397.61,0.05,57834.1,10563.51,Credit Card,Offline
ORD01452,2025-11-16,CUST0496,Customer_0496,Furniture,Table,Table,North,Punjab,Jalandhar,4,93332.82,0.2,87714.08,5618.74,Net Banking,Offline
ORD01453,2025-01-15,CUST1359,Customer_1359,Furniture,Chair,Chair,North,Uttar Pradesh,Noida,2,123495.67,0.0,74321.31,49174.36,Cash,Offline
ORD01454,2025-10-09,CUST0892,Customer_0892,Home & Kitchen,Mixer,Mixer,South,Tamil Nadu,Chennai,2,88568.36,0.15,71754.55,16813.81,Cash,Online
ORD01455,2025-06-18,CUST0325,Customer_0325,Electronics,Laptop,Laptop,West,Maharashtra,Pune,5,148101.52,0.2,134728.54,13372.98,Debit Card,Online
ORD01456,2025-05-21,CUST0266,Customer_0266,Sports,Yoga Mat,Yoga Mat,West,Maharashtra,Pune,3,149456.61,0.1,115578.12,33878.49,Cash,Offline
ORD01457,2025-12-19,CUST1134,Customer_1134,Furniture,Chair,Chair,South,Tamil Nadu,Coimbatore,1,57819.8,0.2,50973.06,6846.74,Net Banking,Online
ORD01458,2025-05-16,CUST1056,Customer_1056,Furniture,Chair,Chair,North,Uttar Pradesh,Lucknow,2,33924.48,0.0,26757.35,7167.13,Net Banking,Offline
ORD01459,2025-01-18,CUST1231,Customer_1231,Furniture,Table,Table,West,Maharashtra,Nagpur,4,74407.31,0.1,53159.28,21248.03,Debit Card,Offline
ORD01460,2025-04-21,CUST0149,Customer_0149,Home & Kitchen,Mixer,Mixer,South,Karnataka,Mangalore,3,40530.4,0.1,35282.5,5247.9,UPI,Offline
ORD01461,2025-06-02,CUST1532,Customer_1532,Furniture,Bookshelf,Bookshelf,North,Rajasthan,Jaipur,2,64217.59,0.1,53442.26,10775.33,Credit Card,Offline
ORD01462,2025-04-05,CUST1608,Customer_1608,Electronics,Tablet,Tablet,West,Maharashtra,Mumbai,4,209119.22,0.05,179665.89,29453.33,Debit Card,Offline
ORD01463,2025-09-02,CUST1321,Customer_1321,Clothing,Shirt,Shirt,North,Uttar Pradesh,Lucknow,3,181422.12,0.2,173573.6,7848.52,UPI,Offline
ORD01464,2025-12-27,CUST0247,Customer_0247,Electronics,Laptop,Laptop,North,Punjab,Amritsar,5,334003.24,0.1,243635.58,90367.66,Debit Card,Offline
ORD01465,2025-01-19,CUST0036,Customer_0036,Furniture,Desk,Desk,North,Haryana,Faridabad,3,140603.15,0.15,107467.81,33135.34,Debit Card,Online
ORD01466,2025-01-26,CUST1833,Customer_1833,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,West,Gujarat,Surat,1,41988.8,0.05,36885.15,5103.65,Cash,Offline
ORD01467,2025-03-05,CUST1764,Customer_1764,Home & Kitchen,Lamp,Lamp,South,Tamil Nadu,Coimbatore,2,91527.39,0.15,67898.6,23628.79,Cash,Online
ORD01468,2025-03-22,CUST1413,Customer_1413,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,East,West Bengal,Kolkata,4,248188.56,0.2,221870.01,26318.55,Credit Card,Online
ORD01469,2025-12-29,CUST1822,Customer_1822,Sports,Football,Football,South,Tamil Nadu,Chennai,2,8595.48,0.1,7853.27,742.21,Cash,Online
ORD01470,2025-12-27,CUST1686,Customer_1686,Electronics,Headphones,Headphones,North,Uttar Pradesh,Lucknow,5,205632.69,0.05,169287.73,36344.96,Debit Card,Online
ORD01471,2025-04-29,CUST1867,Customer_1867,Sports,Yoga Mat,Yoga Mat,North,Uttar Pradesh,Lucknow,4,150210.74,0.2,138762.6,11448.14,UPI,Offline
ORD01472,2025-10-23,CUST1275,Customer_1275,Home & Kitchen,Lamp,Lamp,South,Tamil Nadu,Madurai,3,59170.76,0.15,55354.56,3816.2,Debit Card,Offline
ORD01473,2025-10-17,CUST1812,Customer_1812,Home & Kitchen,Dinner Set,Dinner Set,South,Karnataka,Bengaluru,2,117851.38,0.05,85564.28,32287.1,UPI,Online
ORD01474,2025-07-12,CUST0855,Customer_0855,Clothing,Jacket,Jacket,West,Gujarat,Surat,4,223776.2,0.15,218536.54,5239.66,UPI,Offline
ORD01475,2025-09-06,CUST1000,Customer_1000,Clothing,Jacket,Jacket,North,Rajasthan,Jaipur,3,12156.4,0.2,9826.55,2329.85,UPI,Online
ORD01476,2025-08-31,CUST1069,Customer_1069,Electronics,Tablet,Tablet,West,Maharashtra,Nagpur,2,45153.46,0.1,37092.88,8060.58,Debit Card,Offline
ORD01477,2025-04-10,CUST0874,Customer_0874,Sports,Yoga Mat,Yoga Mat,North,Delhi,New Delhi,5,9569.59,0.0,6078.84,3490.75,Credit Card,Online
ORD01478,2025-07-15,CUST1967,Customer_1967,Furniture,Bookshelf,Bookshelf,South,Karnataka,Mysore,1,8056.36,0.2,8398.94,-342.58,Cash,Online
ORD01479,2025-01-15,CUST0816,Customer_0816,Furniture,Sofa,Sofa,South,Tamil Nadu,Chennai,5,216339.3,0.2,194411.35,21927.95,Debit Card,Offline
ORD01480,2025-12-31,CUST1189,Customer_1189,Furniture,Bookshelf,Bookshelf,North,Haryana,Panipat,2,92033.12,0.15,68866.84,23166.28,UPI,Offline
ORD01481,2025-07-25,CUST0324,Customer_0324,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,South,Tamil Nadu,Madurai,3,204901.05,0.0,132173.78,72727.27,Credit Card,Offline
ORD01482,2025-05-17,CUST0391,Customer_0391,Furniture,Sofa,Sofa,North,Haryana,Faridabad,1,57386.59,0.2,45981.72,11404.87,Debit Card,Offline
ORD01483,2025-06-03,CUST1651,Customer_1651,Electronics,Mobile,Mobile,North,Punjab,Amritsar,2,48278.89,0.2,37053.38,11225.51,Credit Card,Online
ORD01484,2025-03-29,CUST1400,Customer_1400,Electronics,Mobile,Mobile,North,Uttar Pradesh,Ghaziabad,2,46455.84,0.05,31533.16,14922.68,Net Banking,Offline
ORD01485,2025-12-01,CUST1317,Customer_1317,Furniture,Chair,Chair,North,Delhi,New Delhi,2,76145.5,0.0,52172.54,23972.96,Cash,Online
ORD01486,2025-08-02,CUST0855,Customer_0855,Sports,Yoga Mat,Yoga Mat,North,Delhi,Rohini,3,133131.46,0.05,103696.83,29434.63,UPI,Online
ORD01487,2025-12-13,CUST0146,Customer_0146,Clothing,Shoes,Shoes,East,West Bengal,Kolkata,3,46752.88,0.1,41390.02,5362.86,Credit Card,Offline
ORD01488,2025-10-29,CUST1662,Customer_1662,Furniture,Chair,Chair,West,Maharashtra,Mumbai,4,242574.56,0.2,243155.19,-580.63,UPI,Offline
ORD01489,2025-07-22,CUST0708,Customer_0708,Electronics,Tablet,Tablet,North,Uttar Pradesh,Lucknow,3,48165.57,0.05,32777.47,15388.1,Credit Card,Online
ORD01490,2025-07-11,CUST0428,Customer_0428,Furniture,Desk,Desk,West,Maharashtra,Mumbai,1,71346.05,0.05,51897.84,19448.21,Net Banking,Offline
ORD01491,2025-04-05,CUST1578,Customer_1578,Home & Kitchen,Lamp,Lamp,North,Haryana,Faridabad,2,40574.84,0.0,27572.7,13002.14,Credit Card,Offline
ORD01492,2025-12-11,CUST1681,Customer_1681,Home & Kitchen,Mixer,Mixer,North,Uttar Pradesh,Lucknow,5,248292.31,0.2,190551.79,57740.52,Credit Card,Offline
ORD01493,2025-03-06,CUST0652,Customer_0652,Sports,Running Shoes,Running Shoes,West,Gujarat,Ahmedabad,5,202949.3,0.05,169208.86,33740.44,Debit Card,Online
ORD01494,2025-07-01,CUST0408,Customer_0408,Furniture,Desk,Desk,North,Delhi,Rohini,1,50330.35,0.1,36569.0,13761.35,Credit Card,Offline
ORD01495,2025-08-11,CUST0778,Customer_0778,Electronics,Laptop,Laptop,West,Gujarat,Ahmedabad,5,297577.95,0.2,287667.29,9910.66,Cash,Online
ORD01496,2025-04-24,CUST1678,Customer_1678,Home & Kitchen,Mixer,Mixer,North,Haryana,Panipat,4,55613.68,0.15,48766.41,6847.27,Credit Card,Offline
ORD01497,2025-02-12,CUST0565,Customer_0565,Clothing,T-Shirt,T-Shirt,East,West Bengal,Howrah,4,243031.08,0.05,210398.26,32632.82,Credit Card,Offline
ORD01498,2025-06-28,CUST0650,Customer_0650,Clothing,Jeans,Jeans,North,Uttar Pradesh,Lucknow,1,44962.17,0.05,31461.67,13500.5,Net Banking,Offline
ORD01499,2025-08-15,CUST0366,Customer_0366,Home & Kitchen,Mixer,Mixer,North,Rajasthan,Jaipur,4,65902.57,0.05,50128.61,15773.96,Cash,Online
ORD01500,2025-10-10,CUST1904,Customer_1904,Home & Kitchen,Mixer,Mixer,West,Gujarat,Ahmedabad,1,53905.55,0.0,40760.13,13145.42,UPI,Offline
ORD01501,2025-02-27,CUST1221,Customer_1221,Clothing,Shirt,Shirt,North,Uttar Pradesh,Ghaziabad,1,27506.01,0.1,23894.05,3611.96,Net Banking,Offline
ORD01502,2025-12-19,CUST1577,Customer_1577,Clothing,Shirt,Shirt,West,Gujarat,Ahmedabad,3,189139.86,0.2,177368.41,11771.45,Cash,Online
ORD01503,2025-05-03,CUST1144,Customer_1144,Clothing,Jeans,Jeans,North,Rajasthan,Udaipur,3,60287.05,0.2,50976.52,9310.53,Net Banking,Online
ORD01504,2025-07-24,CUST0143,Customer_0143,Sports,Football,Football,South,Tamil Nadu,Madurai,4,12881.17,0.2,12810.49,70.68,UPI,Offline
ORD01505,2025-01-06,CUST1580,Customer_1580,Clothing,T-Shirt,T-Shirt,West,Maharashtra,Mumbai,3,75612.99,0.1,60608.19,15004.8,Cash,Online
ORD01506,2025-12-13,CUST0958,Customer_0958,Sports,Football,Football,North,Punjab,Ludhiana,1,15929.34,0.05,11121.03,4808.31,UPI,Offline
ORD01507,2025-08-09,CUST0428,Customer_0428,Home & Kitchen,Cookware,Cookware,North,Delhi,Rohini,3,29234.83,0.05,19409.43,9825.4,Debit Card,Offline
ORD01508,2025-07-09,CUST0065,Customer_0065,Sports,Running Shoes,Running Shoes,South,Tamil Nadu,Madurai,2,74786.64,0.1,67643.07,7143.57,Debit Card,Offline
ORD01509,2025-08-01,CUST0949,Customer_0949,Sports,Yoga Mat,Yoga Mat,North,Delhi,Rohini,1,50874.24,0.15,40918.71,9955.53,Net Banking,Offline
ORD01510,2025-04-18,CUST0293,Customer_0293,Clothing,Jeans,Jeans,North,Delhi,Rohini,2,80437.03,0.2,61306.43,19130.6,Cash,Online
ORD01511,2025-03-30,CUST0832,Customer_0832,Furniture,Chair,Chair,West,Gujarat,Surat,1,44545.68,0.1,33866.02,10679.66,Cash,Offline
ORD01512,2025-03-19,CUST0274,Customer_0274,Electronics,Mobile,Mobile,West,Maharashtra,Nagpur,2,12692.23,0.2,12104.68,587.55,Net Banking,Offline
ORD01513,2025-07-19,CUST0733,Customer_0733,Furniture,Bookshelf,Bookshelf,North,Delhi,Rohini,3,22188.27,0.0,17679.07,4509.2,UPI,Offline
ORD01514,2025-03-31,CUST0665,Customer_0665,Electronics,Headphones,Headphones,West,Maharashtra,Mumbai,5,132091.35,0.1,109246.86,22844.49,Cash,Offline
ORD01515,2025-08-02,CUST0220,Customer_0220,Electronics,Mobile,Mobile,North,Rajasthan,Udaipur,3,132008.07,0.2,120474.22,11533.85,Credit Card,Online
ORD01516,2025-04-05,CUST0590,Customer_0590,Home & Kitchen,Cookware,Cookware,East,West Bengal,Durgapur,2,63783.78,0.0,38911.27,24872.51,Credit Card,Online
ORD01517,2025-04-02,CUST1283,Customer_1283,Sports,Football,Football,West,Gujarat,Ahmedabad,3,202223.09,0.0,126531.42,75691.67,Debit Card,Online
ORD01518,2025-04-28,CUST0832,Customer_0832,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,North,Uttar Pradesh,Noida,2,76163.54,0.05,53855.7,22307.84,Credit Card,Online
ORD01519,2025-05-26,CUST1507,Customer_1507,Clothing,Jacket,Jacket,North,Haryana,Panipat,2,10263.13,0.2,9303.2,959.93,Net Banking,Online
ORD01520,2025-01-26,CUST1752,Customer_1752,Furniture,Chair,Chair,North,Punjab,Ludhiana,2,15784.87,0.1,10607.89,5176.98,Credit Card,Offline
ORD01521,2025-01-30,CUST1649,Customer_1649,Sports,Running Shoes,Running Shoes,North,Uttar Pradesh,Ghaziabad,4,151109.0,0.05,121578.84,29530.16,Debit Card,Offline
ORD01522,2025-12-24,CUST0769,Customer_0769,Electronics,Mobile,Mobile,North,Uttar Pradesh,Noida,1,6329.53,0.05,4532.23,1797.3,UPI,Offline
ORD01523,2025-03-14,CUST0665,Customer_0665,Sports,Tennis Racket,Tennis Racket,South,Tamil Nadu,Coimbatore,5,172018.17,0.05,115560.26,56457.91,Debit Card,Online
ORD01524,2025-04-07,CUST1325,Customer_1325,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner,North,Punjab,Ludhiana,5,10171.41,0.0,7080.34,3091.07,UPI,Online
ORD01525,2025-04-26,CUST1661,Customer_1661,Sports,Running Shoes,Running Shoes,East,West Bengal,Kolkata,2,127971.71,0.05,113354.31,14617.4,Net Banking,Online
ORD01526,2025-05-29,CUST0130,Customer_0130,Furniture,Sofa,Sofa,East,West Bengal,Durgapur,1,13797.06,0.2,11123.22,2673.84,Credit Card,Online
ORD01527,2025-01-24,CUST0577,Customer_0577,Home & Kitchen,Dinner Set,Dinner Set,East,West Bengal,Durgapur,4,89812.14,0.15,75073.98,14738.16,Debit Card,Offline
ORD01528,2025-04-02,CUST0901,Customer_0901,Furniture,Table,Table,North,Punjab,Ludhiana,5,114436.24,0.0,73759.78,40676.46,UPI,Offline
ORD01529,2025-11-26,CUST1732,Customer_1732,Home & Kitchen,Lamp,Lamp,South,Karnataka,Bengaluru,1,57324.08,0.2,56161.76,1162.32,Debit Card,Offline
ORD01530,2025-05-29,CUST0028,Customer_0028,Sports,Football,Football,North,Uttar Pradesh,Lucknow,3,36679.66,0.2,37017.19,-337.53,Cash,Offline
ORD01531,2025-04-22,CUST0415,Customer_0415,Electronics,Headphones,Headphones,North,Punjab,Amritsar,5,178837.58,0.05,119590.47,59247.11,Debit Card,Online
ORD01532,2025-07-28,CUST1430,Customer_1430,Home & Kitchen,Dinner Set,Dinner Set,South,Karnataka,Mangalore,2,59164.62,0.2,53505.57,5659.05,UPI,Offline
ORD01533,2025-04-11,CUST1818,Customer_1818,Electronics,Mobile,Mobile,South,Tamil Nadu,Chennai,4,241394.61,0.15,220463.49,20931.12,Debit Card,Online
ORD01534,2025-02-27,CUST1944,Customer_1944,Clothing,Jacket,Jacket,West,Maharashtra,Nagpur,2,67504.32,0.1,61370.3,6134.02,UPI,Online
ORD01535,2025-07-03,CUST0372,Customer_0372,Home & Kitchen,Cookware,Cookware,East,West Bengal,Durgapur,3,144692.15,0.1,124602.44,20089.71,Net Banking,Offline
ORD01536,2025-06-25,CUST0293,Customer_0293,Clothing,Shirt,Shirt,North,Haryana,Gurugram,2,68544.36,0.1,45954.83,22589.53,Net Banking,Offline
ORD01537,2025-11-05,CUST0077,Customer_0077,Home & Kitchen,Dinner Set,Dinner Set,West,Gujarat,Surat,3,222701.71,0.05,192009.7,30692.01,UPI,Online
ORD01538,2025-12-31,CUST1959,Customer_1959,Home & Kitchen,Dinner Set,Dinner Set,South,Karnataka,Mysore,1,23884.8,0.15,20083.72,3801.08,Cash,Online
